clip,frame,t,Root,Pelvis,Spine1,Spine2,Neck,Head,L_Clavicle,R_Clavicle,L_Shoulder,R_Shoulder,L_Elbow,R_Elbow,L_Hand,R_Hand,L_Hip,R_Hip,L_KneeLower,R_KneeLower,L_Foot,R_Foot,L_Toe,R_Toe,Axe_Handle,Axe_Head,Axe_Jaw,Weapon,SnapWeapon,SnapWeapon2Hand
attack1,29,0.9667,-5.9734|91.079|-0.8836,-7.8226|86.1392|-0.7371,-2.5875|97.6899|-3.1709,1.7306|111.4395|-6.2444,6.6441|142.891|-17.2407,5.8961|149.7718|-16.4594,2.2772|133.3982|-19.6581,4.5243|135.8567|-11.6406,4.8515|127.4651|-38.8825,-3.362|146.6111|3.6409,19.3868|97.4416|-62.0371,-38.1824|146.8686|-17.2453,23.6838|75.0159|-81.3885,-31.9487|163.7987|-41.168,-19.7824|82.3925|-8.8692,0.0712|76.8629|7.9146,-56.3368|50.5819|-15.0847,11.4908|46.5639|44.4531,-41.025|14.7332|-47.3541,46.3674|12.9377|29.9473,-51.6031|5.8341|-47.3473,41.5845|3.9617|39.3077,-59.8619|124.4262|-26.4835,-11.9481|236.7932|-98.4291,-7.9637|231.745|-95.8678,-28.5254|166.1247|-54.6637,-29.227|165.8316|-55.3697,-31.947|163.7973|-41.1685
attack1,30,1.0,-5.194|89.2682|-0.6677,-6.8629|84.2642|-0.6602,-2.0377|96.0519|-2.7612,1.478|110.2544|-5.2196,5.1905|142.4224|-14.4767,4.1667|149.2153|-13.3676,1.239|132.881|-17.5188,3.2582|135.022|-9.2674,3.6845|127.2873|-36.8615,-5.0902|143.5503|7.1321,16.5819|96.4347|-59.8964,-40.3287|139.8557|-12.701,14.6899|74.5304|-80.2061,-36.1807|156.2402|-37.4356,-18.7705|80.5585|-8.8871,1.0132|74.9313|7.9466,-56.0367|49.3575|-13.8367,10.9563|46.0175|46.014,-41.1878|15.0203|-47.9154,45.9251|12.7618|30.8717,-51.7857|6.1471|-47.7184,40.9257|4.0077|40.3286,-63.0389|116.0009|-22.2686,-18.8116|229.5341|-94.7419,-14.6743|224.574|-92.2518,-33.0985|158.4425|-50.8545,-33.5943|158.0147|-51.3519,-36.179|156.2389|-37.4362
attack1,31,1.0333,-4.0359|87.5348|-1.4028,-5.4588|82.4603|-1.5824,-1.2006|94.5304|-3.2333,1.3027|109.1539|-4.9367,3.3597|141.9873|-12.147,1.9797|148.6367|-10.656,-0.0555|132.4427|-15.8878,1.7322|134.1846|-7.4111,2.1442|127.1654|-35.3485,-6.9256|140.0018|9.9836,11.5089|95.3605|-58.792,-42.285|132.1889|-8.3854,4.6961|74.5101|-79.1565,-40.6607|147.6898|-33.963,-17.2432|78.7129|-9.9663,2.5194|73.0963|6.8957,-54.8237|47.8167|-14.4266,10.9865|45.8451|46.5214,-42.433|16.0485|-51.8185,46.4333|13.2658|31.0059,-53.124|7.3352|-50.8851,41.3578|4.6226|40.5241,-66.1166|106.8678|-18.98,-25.8822|222.1107|-91.08,-21.5799|217.2555|-88.6641,-37.6896|150.3452|-47.554,-37.8476|149.6001|-47.5807,-40.6589|147.6886|-33.9636
attack1,32,1.0667,-2.5719|85.5859|-2.9645,-3.6986|80.4515|-3.3638,-0.1327|92.7998|-4.4817,1.2407|107.7365|-5.3663,1.303|141.0278|-10.4593,-0.4773|147.4764|-8.5809,-1.5067|131.5405|-14.8941,0.0868|132.849|-6.2266,0.334|126.5393|-34.4647,-8.6181|135.8529|11.8448,5.3551|94.0766|-58.3357,-43.9142|124.3384|-4.5974,-5.4177|74.5147|-78.2643,-44.9546|137.9328|-31.2603,-15.2698|76.566|-11.9786,4.5147|71.1078|4.9098,-52.3327|45.1713|-17.2203,11.1982|45.5475|45.9833,-42.7587|15.7682|-57.279,47.2946|13.6871|30.4543,-53.0115|6.9616|-54.3786,42.3306|4.9602|39.9548,-69.8168|97.9639|-17.5957,-29.6468|213.9837|-88.475,-25.3317|209.1704|-85.9988,-41.3919|141.8993|-45.4623,-41.4313|141.1984|-45.259,-44.9528|137.9316|-31.2609
attack1,33,1.1,-0.835|83.6379|-5.0872,-1.6308|78.4669|-5.7203,1.1472|91.0497|-6.2665,1.386|106.1577|-6.3638,-0.7431|139.6196|-9.5298,-2.9297|145.8251|-7.3035,-2.9382|130.2336|-14.5729,-1.4608|131.1402|-5.7635,-1.6601|125.3677|-34.2223,-9.9036|131.5856|12.6727,0.0729|92.6066|-58.1508,-44.6213|116.0498|-1.5422,-13.6337|74.2357|-77.3993,-48.2313|126.582|-29.3367,-12.9074|74.3696|-14.6228,6.9368|69.2125|2.2902,-49.6153|42.8847|-21.5506,11.1648|45.4517|44.7527,-44.0893|15.5867|-63.8021,47.773|13.8259|29.942,-53.5599|6.6349|-59.1913,43.0014|4.9236|39.3782,-70.4798|88.3875|-15.193,-35.7332|202.4763|-91.8379,-31.1966|198.0414|-89.0683,-44.1164|132.2506|-45.1234,-44.0735|131.9962|-44.9312,-48.2295|126.5808|-29.3373
attack1,34,1.1333,1.1623|82.0048|-7.5295,0.6532|76.8251|-8.3469,2.7332|89.5494|-8.4407,2.048|104.7104|-7.9518,-1.9709|138.1006|-9.7383,-4.4708|144.0865|-7.2565,-3.7009|128.8122|-15.1987,-2.2171|129.4403|-6.301,-3.2344|123.609|-34.7977,-10.0604|127.8868|12.3388,-1.7797|90.5815|-58.3761,-43.3178|107.7499|0.6256,-18.4248|73.9655|-76.8885,-49.1658|113.9389|-28.0749,-10.3507|72.535|-17.4964,9.5527|67.6943|-0.5595,-48.1346|42.154|-23.5077,10.699|46.1541|43.2656,-44.8675|15.3547|-66.31,47.2164|13.7128|30.0664,-54.0247|6.275|-61.3311,42.5336|4.7638|39.5029,-68.4472|78.3364|-13.6802,-39.8442|188.7632|-97.8574,-35.079|184.8595|-94.6992,-44.4683|121.6506|-46.2949,-44.3568|121.3697|-45.6712,-49.164|113.9377|-28.0755
attack1,35,1.1667,3.4881|80.9242|-10.1386,3.2589|75.755|-11.1222,4.6407|88.5665|-10.8079,3.0794|103.6988|-9.801,-2.8131|136.8519|-10.4421,-5.5818|142.6166|-7.7267,-4.1643|127.6492|-16.2092,-2.5332|128.0808|-7.266,-4.5854|121.7387|-35.6077,-9.4643|124.8405|11.5179,-1.9111|88.434|-58.684,-40.2715|99.8982|2.7122,-20.8141|73.3987|-76.3609,-47.9593|100.8044|-26.203,-7.4895|71.255|-20.4724,12.5454|66.8021|-3.5843,-46.7776|42.4767|-24.3468,10.7985|47.2382|41.1422,-45.5232|15.1002|-66.8894,46.9867|13.7198|29.8511,-54.6041|6.0393|-61.7395,42.4087|4.6848|39.257,-63.3521|68.2019|-11.2035,-44.5097|171.8517|-106.0699,-39.4334|168.7984|-102.4882,-43.2768|110.2069|-47.9101,-42.2845|109.2964|-47.4803,-47.9574|100.8033|-26.2035
attack1,36,1.2,6.3886|80.2012|-13.1465,6.4412|75.0619|-14.29,7.1062|87.911|-13.5829,4.7121|102.9431|-12.1134,-3.0788|135.7071|-11.83,-6.0817|141.2513|-8.8994,-4.1169|126.5558|-17.7956,-2.2073|126.8979|-8.8503,-5.4322|119.5331|-36.7789,-7.9502|122.287|10.0477,-1.0388|85.9967|-59.2484,-34.2658|91.9477|4.068,-21.8442|72.4735|-75.9848,-43.2906|86.8792|-24.0164,-4.0633|70.3288|-23.801,16.1715|66.3516|-7.0329,-44.8919|43.5198|-24.8234,11.6498|48.5886|38.2497,-45.6942|14.9789|-66.605,47.0803|13.4429|29.8666,-54.7889|6.0021|-61.3336,42.424|4.4511|39.2755,-57.1105|59.6451|-6.8988,-45.1444|147.9517|-117.1558,-39.8293|145.485|-113.47,-39.7418|95.7297|-50.6141,-39.9852|96.9272|-50.5046,-43.2888|86.878|-24.017
attack1,37,1.2333,9.4711|79.8563|-16.4009,9.7831|74.7653|-17.7011,9.7803|87.6004|-16.6057,6.6374|102.4733|-14.6901,-2.893|134.7536|-13.5043,-6.1196|140.0686|-10.3729,-3.6194|125.6755|-19.6737,-1.4708|125.9455|-10.7337,-5.535|117.6115|-38.1862,-6.1894|120.2668|8.1571,1.0962|84.1197|-60.168,-27.789|86.2321|3.2737,-21.1262|72.0517|-76.1797,-37.8309|75.7302|-22.8929,-0.5055|69.8285|-27.3435,19.9488|66.3154|-10.7388,-42.5622|45.0314|-25.5882,13.0261|50.1715|34.8464,-45.5203|15.0012|-66.213,47.3045|13.2642|29.9737,-54.5989|6.1218|-60.7522,42.4755|4.4141|39.4297,-49.459|53.3975|-4.4914,-48.2293|122.7888|-128.1082,-42.5915|121.1139|-124.4571,-36.4271|82.3349|-54.5671,-37.4529|84.2324|-54.7521,-37.8291|75.7288|-22.8934
attack1,38,1.2667,12.2391|79.9736|-19.6593,12.7786|74.9457|-21.1149,12.1842|87.724|-19.6312,8.3852|102.3956|-17.261,-2.6432|134.1435|-15.0924,-6.0828|139.2157|-11.7666,-3.0556|125.1966|-21.5199,-0.7574|125.3475|-12.574,-5.29|116.4539|-39.6854,-4.7579|118.7869|6.1963,3.6756|83.1508|-61.119,-24.1361|83.4921|0.9511,-19.4501|72.1772|-76.631,-35.0676|70.5045|-23.6994,2.674|69.8611|-30.8744,23.3358|66.7403|-14.4493,-40.2305|46.8225|-26.9813,14.6227|51.9153|31.2765,-45.5026|15.1375|-66.0864,47.5297|13.4949|29.8955,-54.5511|6.2673|-60.5612,42.8669|4.5754|39.3697,-45.8488|52.8121|-6.6824,-51.3303|105.2075|-138.2969,-45.5037|104.0208|-134.7525,-35.5564|74.8342|-60.7552,-36.1101|74.9193|-59.7439,-35.066|70.503|-23.6999
attack1,39,1.3,14.3111|80.7107|-22.8333,15.0216|75.7506|-24.435,13.9742|88.4476|-22.5835,9.6878|102.924|-19.781,-2.4634|134.1792|-16.6641,-6.0592|139.0323|-13.1571,-2.6493|125.3847|-23.3445,-0.2216|125.3994|-14.3956,-5.2282|116.242|-41.2658,-3.6519|118.1174|4.2211,5.1832|83.0497|-62.2121,-22.4877|82.4744|-0.6297,-19.0254|73.3116|-76.8732,-33.9205|68.3935|-24.4383,5.0467|70.614|-34.3001,25.8825|67.7164|-18.0549,-38.6386|49.4516|-28.7797,15.761|53.8734|27.6887,-46.5283|15.7926|-65.7361,46.9405|14.0681|29.7611,-55.5887|6.9434|-60.1967,42.5559|4.9862|39.2138,-44.3199|54.3795|-9.3367,-54.8008|89.1544|-146.3719,-48.844|88.4253|-142.9216,-36.0913|69.1247|-66.1668,-35.9568|68.9943|-65.473,-33.919|68.3918|-24.4386
attack1,40,1.3333,16.011|82.3398|-26.4224,16.8189|77.4444|-28.1655,15.5018|90.055|-25.9568,10.9419|104.3733|-22.7325,-1.8817|135.2514|-18.6888,-5.5644|139.9255|-15.0089,-1.9591|126.6233|-25.6152,0.5887|126.4728|-16.669,-5.1281|117.3271|-43.3621,-2.4157|118.5878|1.7748,1.6233|82.0659|-62.3342,-21.3791|82.8972|-2.1386,-21.9025|69.108|-75.5427,-32.9844|68.2811|-25.5375,6.8904|72.3886|-38.1188,27.8771|69.4541|-22.0757,-37.4893|52.8651|-32.1188,17.2038|55.2769|23.4395,-47.5465|16.4645|-65.8056,46.5565|14.4992|29.4823,-56.579|7.629|-60.1992,42.1619|5.4419|38.9539,-43.4007|57.4704|-10.6839,-58.8235|71.9356|-150.8651,-52.7464|71.48|-147.5816,-37.2307|63.2675|-69.3622,-36.4386|63.4749|-68.8078,-32.9831|68.2792|-25.5376
attack1,41,1.3667,17.2893|84.3379|-29.8476,18.1538|79.5014|-31.7182,16.6706|92.0284|-29.1861,11.9538|106.2166|-25.5815,-1.3167|136.7859|-20.7167,-5.056|141.3097|-16.8848,-1.3386|128.3141|-27.8596,1.3146|128.0061|-18.9202,-5.1338|119.0134|-45.4809,-1.3547|119.6211|-0.6462,-3.0514|82.2329|-62.561,-20.7101|84.0342|-3.4177,-24.9735|65.7513|-74.5452,-32.4861|69.0442|-26.4926,8.2278|74.5788|-41.7405,29.3482|71.4971|-25.9017,-36.5364|55.702|-36.5862,18.8204|55.3541|18.9884,-47.2572|16.3993|-66.6081,46.6277|14.1784|28.5921,-56.2968|7.5179|-61.0865,42.0333|5.1626|38.0084,-43.0098|60.6077|-11.725,-61.1729|57.5613|-152.2911,-55.039|57.3339|-149.0905,-38.0031|58.6727|-70.7677,-37.5544|58.3735|-69.7408,-32.4849|69.0423|-26.4925
attack1,42,1.4,18.0043|86.085|-32.3705,18.9106|81.2938|-34.3311,17.3023|93.7527|-31.5697,12.4699|107.842|-27.7016,-1.2002|138.1436|-22.2986,-4.9982|142.5487|-18.3632,-1.1607|129.7772|-29.5865,1.5692|129.3778|-20.6496,-5.2865|120.5366|-47.165,-0.8262|120.651|-2.4981,-9.0753|83.0959|-62.4195,-20.5435|85.1792|-3.8087,-27.5893|62.3154|-73.4308,-32.592|70.0238|-26.6334,8.9846|76.4642|-44.3986,30.2064|73.2892|-28.7146,-35.8594|57.6532|-39.7196,20.6529|55.1959|15.6466,-46.286|16.1102|-66.6718,46.456|13.9071|29.4433,-55.4363|7.3581|-61.126,41.6236|5.0852|38.9239,-43.2073|63.3569|-11.6724,-61.9159|44.7425|-150.9618,-55.7729|44.8113|-147.7713,-38.4371|54.7541|-70.1369,-38.8999|54.4188|-68.9637,-32.5908|70.0218|-26.6331
attack1,43,1.4333,18.0746|87.094|-33.4518,19.0132|82.3413|-35.4853,17.3054|94.7403|-32.5383,12.3857|108.7475|-28.4608,-1.6816|138.79|-22.6457,-5.5472|143.0853|-18.6308,-1.5626|130.5118|-30.051,1.2163|130.0452|-21.1121,-5.8092|121.3411|-47.6374,-0.9752|121.0566|-3.0628,-19.6457|85.5234|-60.847,-21.9986|86.3219|-2.5665,-29.8437|59.1224|-70.5857,-35.1268|71.7251|-25.1586,9.0811|77.5893|-45.5837,30.3928|74.3387|-30.0376,-35.5011|58.3031|-40.3683,22.5032|54.4231|13.8677,-45.7445|15.5416|-65.418,46.8415|13.3509|30.6498,-54.8957|6.8552|-59.7715,42.0237|4.4883|40.0997,-45.6625|66.1797|-9.8613,-58.3585|28.1711|-145.8477,-52.3458|29.1607|-142.5631,-38.3522|50.4893|-66.5645,-40.4738|51.6177|-66.4753,-35.1255|71.7233|-25.158
attack1,44,1.4667,17.8192|87.8268|-33.9219,18.7834|83.1081|-36.0178,16.9942|95.4526|-32.9116,12.0056|109.3884|-28.6579,-2.4436|139.1845|-22.5206,-6.3816|143.3776|-18.4432,-2.2351|130.9829|-30.0238,0.5715|130.4639|-21.0795,-6.5167|121.9214|-47.6582,-1.4758|121.272|-3.1159,-20.2839|85.6842|-59.7483,-23.9164|87.5362|-0.4621,-30.431|58.9739|-68.6618,-38.4959|73.8693|-22.7438,8.8418|78.4262|-46.1394,30.2343|75.107|-30.7195,-35.4055|58.5026|-40.4865,23.7744|53.8788|12.8028,-45.4658|15.3699|-64.9674,46.9988|12.9745|31.4677,-54.6194|6.6662|-59.3512,42.0564|4.2382|40.9708,-48.8445|69.2332|-6.9438,-59.6778|19.8304|-139.3832,-53.7172|21.3164|-136.1922,-40.7732|49.2803|-62.1853,-41.8138|51.3789|-64.2367,-38.4945|73.8677|-22.7431
attack1,45,1.5,17.3452|88.4283|-34.0294,18.3327|83.7406|-36.1792,16.4693|96.0345|-32.9351,11.4162|109.9042|-28.5333,-3.3919|139.4753|-22.1673,-7.4042|143.5769|-18.0437,-3.0898|131.3349|-29.7456,-0.2711|130.7813|-20.7936,-7.416|122.4559|-47.4617,-2.2174|121.4409|-2.8955,-21.4432|86.1162|-58.9292,-25.2717|88.4664|2.5731,-31.7821|59.3304|-67.3838,-39.8752|77.0709|-20.9364,8.3847|79.1182|-46.3219,29.847|75.7454|-31.0109,-35.5213|58.472|-40.6012,24.6903|53.5647|12.2091,-45.1231|15.1872|-64.9976,47.6618|12.6403|31.1411,-54.2875|6.436|-59.4736,42.7115|3.9316|40.6654,-50.2151|72.5292|-4.9264,-60.9318|22.7366|-137.2291,-54.9744|24.2396|-134.0401,-42.096|52.4305|-60.1081,-43.118|52.82|-61.9992,-39.8738|77.0693|-20.9356
attack1,46,1.5333,16.7043|88.9275|-33.8438,17.717|84.2689|-36.0407,15.7766|96.5141|-32.6755,10.6496|110.3181|-28.1495,-4.4851|139.6948|-21.653,-8.5702|143.7192|-17.4984,-4.0917|131.5954|-29.28,-1.2707|131.029|-20.3191,-8.5666|123.0027|-47.1001,-3.1432|121.5931|-2.4632,-18.6839|85.3595|-58.4786,-26.1622|89.0332|5.1984,-33.383|60.5509|-66.4984,-40.333|79.2285|-19.2734,7.7723|79.6926|-46.2075,29.2911|76.2894|-30.9827,-35.8384|58.3898|-40.6376,24.9194|53.4358|11.9726,-45.0326|15.1177|-65.213,48.0917|12.4589|30.5428,-54.1722|6.2868|-59.7757,43.2348|3.6218|39.9965,-50.904|74.5286|-3.3307,-60.8079|27.2463|-136.614,-54.8671|28.6161|-133.3354,-42.4393|55.3165|-58.7756,-44.2765|54.7322|-59.9613,-40.3316|79.2268|-19.2727
attack1,47,1.5667,15.946|89.3559|-33.4346,16.9888|84.7248|-35.6713,14.9623|96.923|-32.2025,9.742|110.6588|-27.5778,-5.7113|139.8685|-21.0785,-9.877|143.8291|-16.9154,-5.2117|131.7887|-28.7264,-2.4142|131.2331|-19.7501,-9.9483|123.6462|-46.6897,-4.2636|121.751|-1.9163,-17.3526|85.4203|-58.2139,-27.0181|89.0567|5.9599,-33.2983|61.391|-66.2248,-40.9458|79.6361|-18.8007,7.0662|80.1798|-45.8737,28.6171|76.7726|-30.6952,-36.3199|58.3349|-40.6609,24.3986|53.4717|12.0345,-45.2402|15.2108|-65.5947,47.9645|12.4876|30.086,-54.3734|6.3525|-60.1912,43.1356|3.6136|39.5196,-51.3894|74.9935|-2.6596,-62.6754|26.5554|-135.4171,-56.7007|27.9492|-132.2108,-43.4999|55.2906|-58.0171,-45.0884|56.0713|-58.5624,-40.9444|79.6344|-18.7999
attack1,48,1.6,15.1217|89.7432|-32.8716,16.197|85.1369|-35.1401,14.0815|97.2917|-31.5877,8.7578|110.9616|-26.8923,-7.0074|140.0304|-20.5113,-11.2624|143.9396|-16.3618,-6.3855|131.9509|-28.1547,-3.6387|131.4269|-19.1562,-11.4385|124.4039|-46.291,-5.5206|121.9444|-1.3261,-16.9514|85.9689|-58.1743,-27.958|88.9453|6.18,-33.3761|62.3456|-66.4213,-41.4641|79.7924|-18.9123,6.3106|80.611|-45.3861,27.8714|77.2185|-30.2184,-36.8848|58.2877|-40.6375,23.5119|53.6198|12.3333,-45.5666|15.3623|-65.9947,47.5246|12.6594|29.8418,-54.705|6.5144|-60.5829,42.6937|3.7828|39.272,-51.979|75.1583|-2.6771,-63.7336|27.122|-135.5398,-57.7435|28.3238|-132.2849,-44.2759|55.2203|-57.9766,-45.4016|56.4317|-58.0508,-41.4627|79.7907|-18.9115
attack1,49,1.6333,14.2833|90.1194|-32.2255,15.3891|85.5344|-34.5189,13.1901|97.651|-30.901,7.7671|111.2616|-26.1582,-8.263|140.226|-19.9652,-12.6006|144.0988|-15.838,-7.5319|132.1281|-27.5811,-4.8357|131.6534|-18.5626,-12.9492|125.2312|-45.8704,-6.7593|122.2166|-0.7126,-17.2084|86.752|-58.1204,-28.9087|88.9253|6.3451,-33.5843|63.1911|-66.6384,-41.9522|80.0336|-19.0836,5.5389|81.0187|-44.8041,27.1048|77.652|-29.638,-37.4839|58.2647|-40.5589,22.462|53.8477|12.769,-45.9538|15.5592|-66.3554,46.9542|12.9396|29.7269,-55.1027|6.7346|-60.9233,42.1016|4.0769|39.1589,-52.8662|75.1689|-2.8442,-63.6142|30.0797|-136.8202,-57.6657|30.7871|-133.3513,-44.7814|55.525|-58.1944,-45.3833|56.3605|-58.1076,-41.9508|80.032|-19.0829
attack1,50,1.6667,13.4796|90.5156|-31.5646,14.6097|85.9481|-33.8772,12.3411|98.0326|-30.2095,6.8367|111.5951|-25.4376,-9.3749|140.5017|-19.4505,-13.7735|144.3561|-15.3404,-8.5761|132.3661|-27.0189,-5.9031|131.9566|-17.9907,-14.403|126.0791|-45.402,-7.8304|122.6137|-0.0918,-17.9707|87.5942|-57.8533,-29.7853|89.1083|6.5482,-33.9717|63.8339|-66.5284,-42.4285|80.4895|-19.1749,4.7814|81.4363|-44.1851,26.3652|78.0994|-29.0379,-38.0711|58.2804|-40.4174,21.449|54.1289|13.2444,-46.3466|15.7864|-66.623,46.4311|13.2944|29.6563,-55.5103|6.9823|-61.1826,41.5463|4.4438|39.0832,-53.8344|75.5206|-3.0964,-62.557|34.5723|-138.5411,-56.7466|34.5783|-134.7783,-45.1022|56.2748|-58.4881,-45.3068|56.2329|-58.3308,-42.4271|80.4879|-19.1742
attack1,51,1.7,12.6916|90.9194|-30.7983,13.8368|86.365|-33.1256,11.5181|98.4246|-29.4213,5.9596|111.9531|-24.6342,-10.3259|140.856|-18.8327,-14.7531|144.7123|-14.7239,-9.5213|132.6631|-26.336,-6.8236|132.3336|-17.3144,-15.7959|126.8743|-44.7353,-8.6816|123.135|0.6663,-19.3754|88.4534|-57.3794,-30.5766|89.5274|6.9789,-34.9081|64.4211|-66.1559,-42.9592|81.2179|-18.9717,4.0064|81.8529|-43.4314,25.6331|78.5451|-28.339,-38.6618|58.2977|-40.0704,20.5236|54.3948|13.8179,-46.7509|16.0025|-66.6531,46.12|13.6584|29.5113,-55.9405|7.2359|-61.1958,41.2367|4.7589|38.8927,-54.2033|77.3714|-3.2061,-62.4526|37.8952|-139.1166,-56.901|37.0208|-135.0749,-45.8201|56.8733|-58.2011,-45.4454|56.4247|-58.3183,-42.9579|81.2162|-18.971
attack1,52,1.7333,11.8672|91.2986|-29.8295,13.0241|86.7544|-32.1673,10.6627|98.7938|-28.4377,5.0607|112.2966|-23.6508,-11.2302|141.2376|-18.0582,-15.6684|145.113|-13.9474,-10.4535|132.9694|-25.4774,-7.7092|132.7352|-16.4715,-17.158|127.6225|-43.8588,-9.4719|123.73|1.6164,-21.4075|89.3705|-56.8043,-31.3448|90.0341|7.5226,-36.1846|64.9333|-65.7656,-43.5832|82.033|-18.5929,3.1843|82.2371|-42.4617,24.8593|78.9623|-27.4316,-39.2757|58.2471|-39.571,19.4327|54.5885|14.5567,-47.1104|16.2173|-66.6463,45.7627|14.0222|29.457,-56.3036|7.4574|-61.1845,40.8778|5.032|38.7507,-53.865|80.2832|-3.4651,-61.9883|41.3257|-139.533,-57.0024|39.3649|-135.1493,-46.6721|57.6292|-57.7788,-45.7205|56.9324|-58.1493,-43.5818|82.0313|-18.5922
attack1,53,1.7667,11.0055|91.655|-28.7155,12.1696|87.1176|-31.0594,9.7757|99.1424|-27.3168,4.1429|112.6285|-22.5446,-12.0929|141.644|-17.1822,-16.5258|145.5543|-13.0659,-11.3752|133.2847|-24.4987,-8.5628|133.1601|-15.5181,-18.4575|128.1824|-42.8078,-10.2036|124.3954|2.699,-22.9179|90.1029|-56.1834,-32.1856|90.7077|8.2356,-36.7717|65.2539|-65.4812,-44.3415|82.9665|-17.9965,2.3102|82.5906|-41.3308,24.0412|79.3505|-26.3742,-39.9493|58.1783|-39.1169,18.613|54.773|15.495,-47.2966|16.3322|-66.61,45.6078|14.3039|29.4394,-56.4703|7.5516|-61.1487,40.7423|5.2566|38.6878,-52.9068|82.9857|-3.4064,-61.1879|44.7831|-139.6786,-57.0315|41.8374|-134.9917,-47.6202|58.5112|-57.1463,-46.1008|57.6563|-57.912,-44.3401|82.9648|-17.9957
attack1,54,1.8,10.1095|91.9885|-27.5183,11.2736|87.4536|-29.8635,8.8632|99.4711|-26.1213,3.219|112.9524|-21.3774,-12.9008|142.0751|-16.2514,-17.3091|146.0354|-12.123,-12.277|133.6112|-23.448,-9.369|133.6083|-14.5051,-19.6569|128.4346|-41.6181,-10.8485|125.1296|3.8605,-23.7741|90.4442|-55.3526,-33.1939|91.6554|9.2348,-37.7484|65.7435|-64.8626,-45.1613|84.2027|-17.1669,1.3776|82.9136|-40.094,23.1792|79.7055|-25.2336,-40.6739|58.0817|-38.7571,18.3225|54.9958|16.628,-47.2405|16.2806|-66.5151,45.685|14.412|29.4797,-56.3312|7.4254|-61.0356,40.8507|5.396|38.7749,-51.3524|85.0727|-2.7798,-59.9359|48.5415|-139.4909,-56.8|44.7955|-134.5863,-48.4625|59.6166|-56.2453,-46.9277|58.8235|-57.2193,-45.1599|84.201|-17.1662
attack1,55,1.8333,9.1785|92.3008|-26.2949,10.3325|87.7632|-28.6363,7.9271|99.7822|-24.9092,2.2976|113.2731|-20.2061,-13.6443|142.5329|-15.3096,-18.0057|146.5574|-11.1592,-13.1535|133.9531|-22.369,-10.116|134.0821|-13.4799,-20.8187|128.5103|-40.3422,-11.3803|125.9336|5.0506,-23.6976|90.4707|-54.2548,-34.5833|93.0853|10.648,-39.4515|66.8208|-63.654,-46.0166|85.9545|-16.0774,0.3756|83.2081|-38.8007,22.2696|80.0249|-24.0714,-41.4845|58.0208|-38.5331,18.3964|55.2281|17.8412,-47.0304|16.1342|-66.3847,45.8028|14.3801|29.7264,-55.9801|7.159|-60.8682,40.9723|5.4697|39.1248,-48.9692|86.1678|-1.3656,-62.6839|54.8452|-138.9481,-60.1784|50.5381|-134.1428,-49.8849|61.9219|-55.4602,-48.516|60.6707|-55.7166,-46.0151|85.9529|-16.0768
attack1,56,1.8667,8.2143|92.5923|-25.1061,9.3455|88.0455|-27.4374,6.973|100.0772|-23.7436,1.392|113.5958|-19.0957,-14.3028|143.0243|-14.4177,-18.5887|147.1295|-10.2331,-13.992|134.3159|-21.3179,-10.7808|134.5892|-12.5043,-22.0418|128.5851|-39.0315,-11.785|126.8543|6.2183,-23.3268|90.5238|-53.1223,-36.7699|95.479|12.5478,-41.2298|68.319|-62.1926,-47.1078|88.3696|-14.6257,-0.7032|83.4748|-37.5041,21.3102|80.304|-22.9509,-42.4639|58.1493|-38.6882,18.8278|55.4469|19.0314,-46.6754|15.9058|-66.2327,46.1221|14.267|29.993,-55.5545|6.8695|-60.7018,41.3124|5.4741|39.5119,-49.2205|88.1617|0.306,-56.7349|58.5199|-138.1244,-55.8152|53.8265|-133.1198,-50.723|63.853|-53.7473,-50.7865|63.2201|-53.4929,-47.1064|88.368|-14.625
attack1,57,1.9,7.2194|92.8635|-24.0128,8.3125|88.2992|-26.3242,6.0065|100.3579|-22.6906,0.5144|113.9278|-18.1227,-14.8379|143.5746|-13.6924,-19.007|147.7895|-9.4641,-14.7726|134.7112|-20.3876,-11.3248|135.1578|-11.6832,-23.3484|128.6489|-37.7403,-12.0649|128.0479|7.2977,-23.0962|90.5917|-51.8986,-39.1769|98.8066|14.9527,-43.3427|70.1825|-60.2283,-48.3363|91.1801|-12.5019,-1.8585|83.7142|-36.2607,20.2963|80.537|-21.9253,-43.5539|58.4511|-39.4246,19.7283|55.6284|20.0961,-45.9967|15.5121|-66.0935,46.8019|14.0255|29.9519,-54.9634|6.5309|-60.6146,42.0649|5.3207|39.5876,-50.2961|89.9766|2.8359,-54.4405|63.779|-136.4282,-54.631|58.9356|-131.4862,-52.6661|66.9563|-51.7476,-53.4343|66.0978|-50.8774,-48.3347|91.1786|-12.5013
